Jurisdiction,County,SBCAG Region,Year,Prior APN,APN,Street Address,Project Name,Tracking ID,Type,Tenure,Very Low Income (DR) Entitlements,Very Low Income (NDR) Entitlements,Very Low Income Entitlements,Low Income (DR) Entitlements,Low Income (NDR) Entitlements,Low Income Entitlements,Moderate Income (DR) Entitlements,Moderate Income (NDR) Entitlements,Moderate Income Entitlements,Above Moderate Income Entitlements,Total Entitlements,Very Low Income Building Permits (DR),Very Low Income Building Permits (NDR),Very Low Income Building Permits,Low Income (DR) Building Permits,Low Income (NDR) Building Permits,Low Income Building Permits,Moderate Income (DR) Building Permits,Moderate Income (NDR) Building Permits,Moderate Income Building Permits,Above Moderate Income Building Permits,Building Permit Issue Date,Total Number of Building Permits,Very Low Income Cert. of Occupancy (DR),Very Low Income Cert. of Occupancy (NDR),Very Low Income Cert. of Occupancy,Low Income (DR) Cert. of Occupancy,Low Income (NDR) Cert. of Occupancy,Low Income Cert. of Occupancy,Moderate Income (DR) Cert. of Occupancy,Moderate Income (NDR) Cert. of Occupancy,Moderate Income Cert. of Occupancy,Above Moderate Income  Cert. of Occupancy,Cert. of Occupancy Issue Date,Total Number of Units Issued Cert. of Occupancy,Extremely Low Income Units,Contains Extremely Low Income Units,Approved Using SB 35,Infill Units,Project Income Level (Detailed),Project Income Level,Deed Restricted
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,001-190-032,"1237 LOMITA LN, CARPINTERIA, CA 93013",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,069-010-039,"1140 VIA DEL REY, GOLETA, CA 93117",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,061-292-019,"0 VIA TREPADORA, SANTA BARBARA, CA 93110",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,137-620-013,"1021 LADAN DR, SOLVANG, CA 93463",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,135-280-044,"3160 LIVE OAK RD, SANTA YNEZ, CA 93460",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,141-121-042,"1551 MEADOWVALE RD, SANTA YNEZ, CA 934609660",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,009-101-011,"1119 ALSTON RD, SANTA BARBARA, CA 93108",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,063-110-015,"4640 VIA BENDITA, SANTA BARBARA, CA",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,103-200-099,"1420 DEER HOLLOW LN, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,005-210-070,"2730 MONTECITO RANCH PL, SUMMERLAND, CA 93067",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,143-212-021,"3524 MADERA ST, SANTA BARBARA, CA 93460",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,013-020-020,"231 W MOUNTAIN DR, SANTA BARBARA, CA 93103",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,105-010-084,"4625 SONG LN, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,005-040-020,"2895 EAST VALLEY RD, SANTA BARBARA, CA",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,011-090-050,"700 RIVEN ROCK RD, MONTECITO, CA 931081123",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,081-240-051,"500 CALLE LIPPAZANA RD, GOLETA, CA 93117",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,149-140-057,"270 CASTRO CANYON RD, CUYAMA, CA 93254",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,137-650-015,"1625 N REFUGIO RD B, SANTA YNEZ, CA 93460",,,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-05-03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,007-333-001,"124 POMAR LN, UNIT# A, SANTA BARBARA, CA 93108",,,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-12-10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,079-261-009,"8389 VEREDA DEL PADRE, UNIT# 102, GOLETA, CA 93117",,,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-016,"1191 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,063-173-001,"4290 MARIPOSA DR, SANTA BARBARA, CA 931102440",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-10-17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-540-014,"5884 LADY BELLS DR, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-09-05,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-540-007,"5842 LADY BELLS DR, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-04-10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-029,"1196 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-540-029,"5825 LADY BELLS DR, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-04-10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-490-041,"601 AGAPANTHUS WAY, ORCUTT, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-11-07,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-530-001,"1227 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-09-13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,141-211-046,"850 SIENNA WAY, SANTA YNEZ, CA 93460",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-540-019,"5902 LADY BELLS DR, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-10-16,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,013-180-019,"605 COWLES RD, SANTA BARBARA, CA 93108",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-09-09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-540-016,"1428 LAMBS EAR WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-08-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,098-016-006,"3902 CLUB HOUSE CT, LOMPOC, CA 93436",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-019,"1209 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-05-29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-530-005,"1251 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-10-02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-021,"1221 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-09-13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-022,"1154 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-03-19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,098-016-005,"3906 CLUB HOUSE CT, LOMPOC, CA 93436",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,135-310-061,"2600 CANADA ESTE RD, SANTA YNEZ, CA 934609138",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-07-01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-540-020,"5879 LADY BELLS DR, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-08-14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,059-290-056,"4720 BOULDER RIDGE RD, SANTA BARBARA, CA 93111",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-02-27,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-020,"1215 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,059-460-012,"1245 VIA BRIGITTE, SANTA BARBARA, CA 93111",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-08-28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-490-042,"609 AGAPANTHUS WAY, ORCUTT, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-11-07,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-026,"1178 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-530-006,"1257 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-10-02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-540-023,"5861 LADY BELLS DR, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-10-16,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-540-025,"5849 LADY BELLS DR, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-10-16,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-030,"1202 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-09-13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,101-510-028,"1190 GRAND MEADOW WAY, SANTA MARIA, CA 93455",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-05-29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,North County,2019,,098-016-009,"3921 CLUB HOUSE CT, LOMPOC, CA 93436",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-06-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
SANTA BARBARA COUNTY,SANTA BARBARA,South Coast,2019,,059-290-048,"1069 SAN ANTONIO CREEK RD, SANTA BARBARA, CA 93111",,,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2019-12-17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Above Moderate,Above Moderate,No
