Jurisdiction,County,SBCAG Region,Year,Prior APN,APN,Street Address,Project Name,Tracking ID,Type,Tenure,Very Low Income (DR) Entitlements,Very Low Income (NDR) Entitlements,Very Low Income Entitlements,Low Income (DR) Entitlements,Low Income (NDR) Entitlements,Low Income Entitlements,Moderate Income (DR) Entitlements,Moderate Income (NDR) Entitlements,Moderate Income Entitlements,Above Moderate Income Entitlements,Total Entitlements,Very Low Income Building Permits (DR),Very Low Income Building Permits (NDR),Very Low Income Building Permits,Low Income (DR) Building Permits,Low Income (NDR) Building Permits,Low Income Building Permits,Moderate Income (DR) Building Permits,Moderate Income (NDR) Building Permits,Moderate Income Building Permits,Above Moderate Income Building Permits,Building Permit Issue Date,Total Number of Building Permits,Very Low Income Cert. of Occupancy (DR),Very Low Income Cert. of Occupancy (NDR),Very Low Income Cert. of Occupancy,Low Income (DR) Cert. of Occupancy,Low Income (NDR) Cert. of Occupancy,Low Income Cert. of Occupancy,Moderate Income (DR) Cert. of Occupancy,Moderate Income (NDR) Cert. of Occupancy,Moderate Income Cert. of Occupancy,Above Moderate Income  Cert. of Occupancy,Cert. of Occupancy Issue Date,Total Number of Units Issued Cert. of Occupancy,Extremely Low Income Units,Contains Extremely Low Income Units,Approved Using SB 35,Infill Units,Project Income Level (Detailed),Project Income Level,Deed Restricted
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,101-520-032,"1137 FLAX DR, SANTA MARIA, CA 93455",,21BDP-OOOOO-01070,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"45,337.00",1.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,101-520-006,"1163 GINGER PL, SANTA MARIA, CA 93455",,22BDP-OOOOO-00449,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"45,394.00",1.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,101-520-010,"1147 GINGER PL, SANTA MARIA, CA 93455",,22BDP-OOOOO-00453,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"45,453.00",1.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,063-231-012,"4171 MARIPOSA DR, SANTA BARBARA, CA 93110",,20BDP-OOOOO-00132,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"45,574.00",1.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,097-990-007,"230 OAK HILL DR, LOMPOC, CA 93436",,19BDP-OOOOO-01525,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"45,623.00",1.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,135-340-012,"2213 KEENAN RD, LOS OLIVOS, CA 93441",,24LUP-00031,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,141-390-020,"3903 BLUEBIRD LN, SANTA YNEZ, CA 93460",,23LUP-00331,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,143-143-035,"1187 LINCOLN ST, SANTA YNEZ, CA 93460",,23LUP-00292,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,149-051-002,"PERKINS ROAD, NEW CUYAMA, CA",,22DVP-00000-00027,5+ Units per Structure,Renter,0.00,0.00,0.00,32.00,0.00,32.00,0.00,0.00,0.00,1.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Low, Moderate, Above Moderate",Mixed,Yes
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,009-301-004,"1392 VIRGINIA RD, SANTA BARBARA, CA 93108",,19BDP-OOOOO-01438,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-01-22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,065-472-002,"175 SAN ANGELO AVE, UNIT# 103, SANTA BARBARA, CA 93111",,21BDP-OOOOO-01002,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-01-25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,073-090-072,"OCEAN MEADOWS LN, GOLETA, CA 93117",Ocean Meadows,21BDP-OOOOO-01395,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-06-21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,073-090-072,"OCEAN MEADOWS LN, GOLETA, CA 93117",Ocean Meadows,21BDP-OOOOO-01404,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-06-21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,073-090-072,"OCEAN MEADOWS LN, GOLETA, CA 93117",Ocean Meadows,21BDP-OOOOO-01422,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-06-21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,073-090-072,"OCEAN MEADOWS LN, GOLETA, CA 93117",Ocean Meadows,21BDP-OOOOO-01432,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-06-24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,073-090-073,"WHITTIER DR, GOLETA, CA 93117",Ocean Meadows,21BDP-OOOOO-01450,2 to 4 Units per Structure,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,2024-04-24,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,Yes
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,135-240-082,"2461 GRAND AVE, UNIT# 2, LOS OLIVOS, CA 93441",,22BDP-OOOOO-00613,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-05-08,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,083-160-003,"6475 SANTA ROSA RD, BUELLTON, CA 93427",,22BDP-OOOOO-00833,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2024-04-25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,Moderate,Moderate,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,065-191-008,"4792 ANDRITA ST, UNIT# 101, SANTA BARBARA, CA 93110",,22BDP-OOOOO-01022,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-05-29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,023-070-017,"2243 LAS CANOAS RD, UNIT# 101, SANTA BARBARA, CA 93105",,22BDP-OOOOO-01308,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-01-10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,005-193-009,"2487 BANNER AVE, SUMMERLAND, CA 93067",,24CDP-00018,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,13484,"995 HOT SPRINGS RD B, SANTA BARBARA, CA 93108",,23BDP-00170,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-07-05,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,005-750-023,"135 POLO WAY, CARPINTERIA, CA 93013",SB Polo Villas,23BDP-00300,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-04-26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,005-080-011,"380 ORTEGA RIDGE RD, SANTA BARBARA, CA 93108",,23BDP-00315,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-04-25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,107-361-010,"3952 SILVER LEAF DR, UNIT# 2, SANTA MARIA, CA 93455",,23BDP-00653,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-05-23,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,103-246-008,"1172 RICE RANCH RD, UNIT# 102, SANTA MARIA, CA 93455",,23BDP-00665,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-02-29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,155-140-041,"3045 FOOTHILL RD, CARPINTERIA, CA 93013",,23BDP-00700,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-07-11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,No,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,007-290-018,"1572 GREEN LN 1/2, SANTA BARBARA, CA 93108",,23BDP-00733,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-01-30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,103-042-005,"4624 HUMMEL DR, UNIT# 2, SANTA MARIA, CA 93455",,23BDP-00872,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-05-02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,073-090-072,"OCEAN MEADOWS LN, GOLETA, CA 93117",Ocean Meadows,23BDP-00973,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-07-02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,065-120-032,"5116 DAWN LN, UNIT# 101, SANTA BARBARA, CA 93111",,23BDP-00987,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-05-06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,009-341-009,"43 HUMPHREY RD, SANTA BARBARA, CA 93108",,23BDP-01003,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-05-10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,009-311-018,"1331 VIRGINIA RD, SANTA BARBARA, CA 93108",,23BDP-01041,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-01-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,063-042-001,"836 CAMINO MEDIO, UNIT# 201, SANTA BARBARA, CA 93110",,23BDP-01077,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-01-29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,011-220-006,"1570 EAST VALLEY RD B, SANTA BARBARA, CA 93108",,23BDP-01139,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-05-01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,009-103-013,"259 BUTTERFLY LN, SANTA BARBARA, CA 93108",,21LUP-OOOOO-00529,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,059-290-058,"4731 BOULDER RIDGE RD, UNIT# 101, SANTA BARBARA, CA 93111",,23BDP-01351,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-07-05,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,065-503-020,"5162 KAISER AVE, UNIT# 101, SANTA BARBARA, CA 93111",,23BDP-01358,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-05-08,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,007-280-015,"1510 SINALOA DR 1/2, SANTA BARBARA, CA 93108",,23BDP-01363,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-05-08,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,007-240-024,"495 VALLEY CLUB RD, UNIT# B, SANTA BARBARA, CA 93108",,23BDP-01444,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-04-25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,075-133-005,"6815 TRIGO RD, UNIT# 101, GOLETA, CA 93117",,23BDP-01546,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-06-18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,107-110-031,"310 PABST LN, UNIT# 3, SANTA MARIA, CA 93455",,23BDP-01553,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-03-20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,South Coast,2024,,011-040-042,"819 ASHLEY RD, SANTA BARBARA, CA 93108",,23LUP-00013,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,107-361-009,"3940 SILVER LEAF DR 2, SANTA MARIA, CA 93455",,24BDP-00067,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-04-11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,505-120-035,"2155 ORTEGA HILL RD, UNIT# 35, SUMMERLAND, CA 93067",,24BDP-00146,Mobile Home Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-04-09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,139-065-003,"850 MARCELINO DR, UNIT# 101, SOLVANG, CA 93463",,24BDP-00261,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-06-20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,009-211-025,"151 HERMOSILLO RD, UNIT# B, SANTA BARBARA, CA 93108",,24BDP-00324,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-07-30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,051-384-015,"350 APPLE GROVE LN, UNIT# 101, SANTA BARBARA, CA 93105",,24BDP-00342,Accessory Dwelling Unit,Renter,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-07-25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,605-060-026,"355 W CLARK AVE, UNIT# 26, ORCUTT, CA 93455",,24BDP-00408,Mobile Home Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2024-07-15,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,"45,544.00",1.00,0.00,No,No,Yes,Low,Low,No
SANTA BARBARA COUNTY,Santa Barbara,North County,2024,,005-750-005,"111 POLO DR, CARPINTERIA, CA 93013",SB Polo Villas,23BDP-00284,Single-Family Detached Unit,Owner,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2024-09-30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,No,No,Yes,"Moderate, Above Moderate",Mixed,No
